AUTH_ID,ACCT_ID_TOKEN,ACCT_PROD_CD,ACCT_AVL_CASH_BEFORE_AMT,ACCT_AVL_MONEY_BEFORE_AMT,ACCT_CL_AMT,ACCT_CURR_BAL,APPRD_AUTHZN_CNT,APPRD_CASH_AUTHZN_CNT,AUTHZN_AMT,AUTHZN_OUTSTD_AMT,AVG_DLY_AUTHZN_AMT,AUTHZN_OUTSTD_CASH_AMT,CDHLDR_PRES_CD,HOTEL_STAY_CAR_RENTL_DUR,LAST_ADR_CHNG_DUR,HOME_PHN_NUM_CHNG_DUR,PLSTC_ISU_DUR,POS_COND_CD,POS_ENTRY_MTHD_CD,DISTANCE_FROM_HOME,FRD_IND
83308122,8743207,11.0,3000.0,9577.48,15000,5297.55,1,0,54.48,179.45,340,0.0,0.0,0,999,0,39,0,90,7.297979400000001,0
83319720,2838053,21.0,2700.0,84.6,2700,2428.84,1,0,45.0,231.56,23,0.0,0.0,0,999,979,268,0,90,14.420335000000001,0
83331077,14669423,1.0,2750.0,3753.52,4500,697.45,2,0,21.24,70.27,31,0.0,0.0,0,999,999,625,0,90,0.0,0
83342561,29701095,21.0,1000.0,0.0,1500,1524.71,0,0,15.99,0.0,0,0.0,4.0,0,0,0,287,8,81,1577.6243,0
83884847,74665622,21.0,3000.0,1009.42,3000,1831.28,5,0,11.44,170.74,25,0.0,0.0,0,0,0,84,0,90,0.0,0
83896486,67169397,14.0,1000.0,1628.4,2500,871.6,1,0,1.0,1.0,2,0.0,0.0,0,16,47,366,52,90,18.787764000000003,0
83907755,72288039,22.0,500.0,190.05,750,507.92,3,0,1.0,53.03,5,0.0,0.0,0,0,0,171,52,90,0.0,0
83919246,72546803,21.0,1000.0,388.98,1500,1111.02,0,0,429.56,0.0,0,0.0,1.0,0,0,0,305,8,1,646.5685,0
83930697,20465613,22.0,485.2,77.35,500,402.65,2,0,9.16,29.16,3,0.0,0.0,0,691,999,380,0,90,0.0,0
83942135,36233380,1.0,24000.0,18230.65,24000,4366.8,3,0,126.15,1528.7,91,0.0,0.0,0,0,0,14,0,90,1603.5894,0
83953567,10547937,21.0,1500.0,274.72,1500,1225.28,1,0,39.95,39.95,0,0.0,4.0,0,0,0,294,8,81,2047.2573,0
83965021,22610363,24.0,3750.0,264.82,3750,3462.82,1,0,1.0,23.36,7,0.0,0.0,0,999,0,114,52,90,0.0,0
83976420,87222011,56.0,320.0,131.62,320,188.38,1,0,37.26,37.26,14,0.0,0.0,0,292,0,0,0,90,0.0,0
83987922,91618830,22.0,395.87,0.02,500,499.98,0,0,12.49,0.0,26,0.0,0.0,0,0,0,30,0,90,3.7141193999999995,0
83999477,84573498,21.0,250.0,123.44,500,320.46,2,0,27.38,83.48,15,0.0,0.0,0,0,0,75,0,90,20.331656,0
84011015,11184223,21.0,3300.0,62.96,3300,3237.04,1,0,3.07,3.07,0,0.0,0.0,0,0,0,310,0,90,5.361067299999999,0
84022551,72422565,40.0,101.0,9.8,201,186.25,0,0,14.95,4.95,0,0.0,4.0,0,0,0,323,8,81,516.49225,0
84033926,7778011,22.0,800.0,298.18,800,501.82,1,0,116.81,116.81,1,0.0,0.0,0,206,0,632,0,90,5.8671050000000005,0
84045461,23036732,24.0,5000.0,297.01,5000,4702.99,1,0,14.95,14.95,1,0.0,5.0,0,999,999,8,8,81,2043.2874,0
84056827,28723427,10.0,2500.0,140.58,5000,4859.42,1,0,92.72,92.72,18,0.0,0.0,0,0,0,655,0,90,2.6148636,0
84068048,58135512,21.0,500.0,11.21,1500,1368.79,2,0,3.75,123.75,1,0.0,5.0,0,118,40,484,8,81,77.08753,0
84079525,35827977,12.0,10000.0,12947.86,20000,6888.76,6,0,4.34,167.72,88,0.0,0.0,0,36,0,367,0,90,144.59134,0
84090759,18624785,23.0,3500.0,691.17,3500,2808.83,1,0,1.0,1.0,7,0.0,0.0,0,999,0,604,0,90,7.418213000000001,0
84102333,23558990,21.0,1000.0,511.22,1000,488.78,1,0,314.46,314.46,66,0.0,0.0,0,999,0,26,0,90,13.439589999999999,0
84113797,53660732,22.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,1.0,0,0,0,255,52,1,1735.2205,0
84125203,85934543,12.0,1500.0,2790.31,3000,97.14,4,0,34.1,146.65,39,0.0,0.0,0,0,0,6,0,90,13.314392999999999,0
84136560,59870963,1.0,1000.0,1383.11,2000,616.89,1,0,137.99,137.99,5,0.0,2.0,0,103,0,460,8,1,409.64166,0
85209247,4168435,14.0,1000.0,831.44,2500,1638.91,2,0,1.0,30.65,15,0.0,0.0,0,859,0,313,0,90,0.0,0
85220741,2456030,21.0,1000.0,560.01,1000,429.88,3,0,38.64,48.75,2,0.0,0.0,0,999,0,378,0,90,15.976745000000001,0
85232148,85577457,12.0,5000.0,8348.72,10000,1611.45,1,0,278.53,318.36,33,0.0,0.0,0,0,0,69,0,90,377.07552999999996,0
85243540,36729724,21.0,300.0,410.54,500,60.33,1,0,16.11,45.24,4,0.0,0.0,0,0,0,125,0,90,5.92676,0
85254916,46538349,22.0,500.0,665.73,750,-204.65,2,0,5.02,89.29,16,0.0,0.0,0,7,0,160,0,90,1168.7562,0
85266060,28368789,22.0,2207.0,697.54,2250,1388.03,1,0,38.05,202.48,18,43.0,0.0,0,477,0,157,0,90,12.168379,0
85288844,12578243,23.0,500.0,456.0,500,44.0,1,0,0.0,0.0,0,0.0,4.0,0,999,999,155,8,1,1993.204,0
85300565,79586922,12.0,2500.0,4018.17,5000,966.83,2,0,19.39,34.39,10,0.0,0.0,0,0,0,99,0,90,62.573085999999996,0
85312077,28652208,21.0,1038.72,7.32,2500,2491.68,2,0,1.2,2.2,0,0.0,5.0,0,0,0,954,8,81,2030.5494,0
85323663,39006768,21.0,500.0,624.1,750,85.3,2,0,1.0,41.6,0,0.0,5.0,0,177,0,999,8,81,2073.0244,0
85335079,41112400,14.0,250.0,142.53,500,357.47,1,0,1.0,10.62,2,0.0,0.0,0,0,0,999,0,90,590.3505,0
85346598,7241026,19.0,2300.0,557.83,2300,1717.47,2,0,24.7,49.4,0,0.0,5.0,0,693,693,692,8,81,1944.4336,0
85357956,50790527,1.0,500.0,16.29,1000,922.78,1,0,10.0,70.93,10,0.0,5.0,0,0,0,12,8,81,151.96618999999998,0
85369407,66997918,21.0,150.0,217.56,500,267.95,2,0,13.73,28.22,26,0.0,0.0,0,0,0,54,0,90,0.0,0
85380913,11473160,21.0,434.5,81.63,800,703.37,1,0,5.78,20.78,8,0.0,0.0,0,999,0,160,0,90,14.846754,0
85392523,50267307,21.0,250.0,51.6,750,698.4,1,0,15.0,15.0,0,0.0,5.0,0,0,269,716,8,81,1710.5674,0
85404092,72261718,22.0,229.08,196.93,750,501.89,4,0,1.0,52.18,11,0.0,0.0,0,0,0,264,0,90,22.700573000000002,0
85415433,36084852,14.0,250.0,295.71,500,204.29,1,0,162.3,162.3,0,0.0,5.0,0,999,158,315,8,81,1561.5317,0
85426849,71644718,21.0,500.0,750.0,750,0.0,1,0,3.24,3.24,7,0.0,0.0,0,0,0,299,0,90,0.0,0
85438029,51124044,40.0,300.0,334.68,2000,1665.32,1,0,7.57,79.74,14,0.0,0.0,0,0,0,778,0,90,50.299347,0
85449729,56024139,21.0,150.0,39.61,300,260.39,1,0,13.59,13.59,0,0.0,1.0,0,0,0,595,8,1,59.42419399999999,0
85461189,4758539,10.0,2600.0,2278.8,13000,10277.06,1,0,27.55,471.69,0,0.0,0.0,0,0,0,389,6,90,787.54926,0
1337744,14705422,1.0,2500.0,380.74,5000,4608.28,2,0,30.0,40.98,0,0.0,2.0,0,0,0,125,8,1,1353.3075,0
1348982,29405178,21.0,1250.0,654.57,1250,595.43,1,0,60.24,106.05,10,0.0,0.0,0,560,0,456,0,90,21.73461,0
1360513,74434245,21.0,500.0,650.94,1000,253.23,5,0,1.3,97.13,42,0.0,0.0,0,0,0,85,52,90,762.1714,0
1372059,33604238,22.0,200.0,44.14,2000,1955.86,1,0,30.0,30.0,2,0.0,0.0,0,0,999,650,6,90,2.7357605,0
1383492,58922120,21.0,300.0,480.27,500,13.94,2,0,39.94,45.73,5,0.0,0.0,0,512,534,585,0,90,2138.4788,0
1395153,86739307,57.0,1600.0,531.2,1600,1068.8,1,0,35.0,35.0,12,0.0,2.0,0,143,0,0,8,1,144.34778,0
1406587,64604141,15.0,1500.0,639.93,3000,2326.32,2,0,2.18,35.93,34,0.0,0.0,0,0,0,365,0,90,259.8285,0
1418068,62975593,21.0,500.0,149.75,750,600.25,1,0,27.51,27.51,5,0.0,0.0,0,0,0,368,0,90,11.395688999999999,0
1429653,49926453,21.0,1250.0,1195.71,1250,39.39,3,0,1.0,15.9,0,0.0,5.0,0,0,0,414,8,81,382.12277,0
1441327,86627199,15.0,2500.0,2840.75,5000,1780.08,1,0,1.52,596.92,45,0.0,0.0,0,0,14,40,0,90,5.365178,0
1452888,76033960,21.0,300.0,143.59,300,150.0,1,0,1.0,7.41,1,0.0,1.0,0,0,0,81,8,1,21.414694,0
1464444,16697216,21.0,1000.0,152.1,1000,847.9,2,0,2.99,10.98,0,0.0,5.0,0,999,0,625,8,81,2198.8574,0
1476026,12926497,12.0,5000.0,14218.87,15000,522.3,1,0,50.04,308.87,0,0.0,5.0,0,999,0,999,8,81,927.5718400000001,0
1487413,61544730,12.0,7500.0,12768.31,15000,208.8,8,0,50.0,2072.89,116,0.0,0.0,0,0,467,461,0,90,15.331139000000002,0
1498666,33465841,21.0,1000.0,241.57,2000,1751.38,1,0,5.55,12.6,7,0.0,0.0,0,0,0,681,0,90,0.0,0
1510116,70038810,21.0,2438.7,896.0,3000,2104.0,1,0,62.69,62.69,8,0.0,0.0,0,0,401,400,0,90,0.0,0
1521656,45363095,21.0,169.88,131.74,500,211.16,3,0,1.0,158.1,3,0.0,0.0,0,0,0,760,52,90,5.5823160000000005,0
1533190,8460127,26.0,2000.0,1720.34,2000,264.67,2,0,4.77,19.76,13,0.0,0.0,0,490,999,215,0,90,9.971052,0
1544736,70469774,21.0,2913.85,131.44,3500,3294.27,3,0,50.0,124.29,7,0.0,0.0,0,0,0,109,0,90,11.922416,0
1555909,65513917,12.0,2500.0,3507.31,5000,1466.4,3,0,41.0,67.29,24,0.0,0.0,0,0,368,367,6,90,6.565993300000001,0
1567113,57493641,12.0,3750.0,4267.28,10000,5509.22,2,0,53.1,276.6,54,0.0,0.0,0,0,585,240,0,90,14.635342999999999,0
1578377,82578035,40.0,150.0,48.16,300,188.92,1,0,26.52,89.44,12,0.0,0.0,0,0,0,75,0,90,0.0,0
1589797,1608409,26.0,800.0,18.24,800,758.51,3,0,5.2,28.45,0,0.0,5.0,0,999,0,105,8,81,5.9801779999999995,0
3475563,74589201,21.0,250.0,744.01,750,-25.52,2,0,49.99,55.98,2,0.0,5.0,0,0,275,274,8,81,271.72906,0
3487047,51195463,256.0,800.0,1984.05,4000,1948.03,1,0,58.67,126.59,30,0.0,0.0,0,999,48,63,0,90,15.681915,0
3498624,65808540,21.0,395.23,55.58,1000,944.42,1,0,1.0,1.0,1,0.0,0.0,0,0,0,308,52,90,36.57563,0
3509868,76396944,12.0,4999.54,3360.31,10000,6523.19,4,0,36.4,152.9,0,0.0,5.0,0,0,0,74,8,81,2328.2546,0
3521123,10802887,21.0,550.0,94.3,550,455.7,1,0,20.46,20.46,3,0.0,0.0,0,999,0,403,0,90,18.941748,0
3544025,61662585,21.0,150.0,236.71,500,195.84,0,0,1.0,66.45,2,0.0,0.0,0,0,0,161,6,90,0.0,0
3555450,10063515,10.0,600.0,2956.69,4600,1643.31,1,0,0.99,0.99,0,0.0,5.0,0,999,999,999,8,81,2125.9724,0
3566950,88890917,56.0,300.0,23.47,300,276.53,1,0,19.99,19.99,2,0.0,5.0,0,311,0,0,8,81,2550.5479,0
3578460,28739941,21.0,150.0,40.77,500,239.23,1,0,1.0,220.0,14,0.0,0.0,0,0,0,17,0,90,1.1559886000000001,0
3589894,23191074,12.0,1750.0,6890.02,7000,109.98,1,0,69.0,69.0,0,0.0,5.0,0,999,0,999,8,81,488.97934000000004,0
3601256,54757086,21.0,500.0,0.0,750,756.2,0,0,19.95,0.0,0,0.0,4.0,0,0,0,652,8,81,1818.2819,0
3612734,79546093,253.0,250.0,145.93,500,315.37,1,0,5.55,62.63,12,0.0,0.0,0,43,43,85,0,90,0.0,0
3624188,24886030,12.0,2500.0,5000.0,5000,0.0,0,0,1.0,0.0,0,0.0,5.0,0,0,0,900,8,81,1920.6334,0
3635652,39940694,14.0,250.0,55.97,750,683.13,1,0,23.15,34.05,7,0.0,0.0,0,0,980,431,0,90,316.76337,0
3647153,77511301,40.0,326.0,584.2,1951,825.16,2,0,25.62,567.26,21,0.0,0.0,0,0,0,226,0,90,5.896934,0
